Time,Error,Speed,Proportional,Integral,Derivative,ID
711,-349.42,nan,-349.42,-6.99,-inf,RIGHT
716,-349.42,-20,-349.42,-13.98,0,RIGHT
721,-349.42,-20,-349.42,-20.97,0,RIGHT
727,-349.42,-20,-349.42,-27.95,0,RIGHT
732,-349.42,-20,-349.42,-34.94,0,RIGHT
737,-349.42,-20,-349.42,-41.93,0,RIGHT
742,-349.42,-20,-349.42,-48.92,0,RIGHT
747,-349.42,-20,-349.42,-55.91,0,RIGHT
753,-349.42,-20,-349.42,-62.9,0,RIGHT
758,-349.42,-20,-349.42,-69.88,0,RIGHT
763,-349.42,-20,-349.42,-76.87,0,RIGHT
768,-349.42,-20,-349.42,-83.86,0,RIGHT
775,-349.42,-20,-349.42,-90.85,0,RIGHT
782,-349.42,-20,-349.42,-97.84,0,RIGHT
788,-349.42,-20,-349.42,-104.83,0,RIGHT
794,-349.42,-20,-349.42,-111.82,0,RIGHT
800,-349.42,-20,-349.42,-118.8,0,RIGHT
805,-349.42,-20,-349.42,-125.79,0,RIGHT
811,-349.42,-20,-349.42,-132.78,0,RIGHT
817,-349.42,-20,-349.42,-139.77,0,RIGHT
823,-349.42,-20,-349.42,-146.76,0,RIGHT
829,-349.42,-20,-349.42,-153.75,0,RIGHT
835,-349.42,-20,-349.42,-160.73,0,RIGHT
841,-349.42,-20,-349.42,-167.72,0,RIGHT
870,-348.62,-20,-348.62,-174.7,40,RIGHT
877,-348.62,-20,-348.62,-181.67,0,RIGHT
883,-348.22,-20,-348.22,-188.63,20,RIGHT
889,-348.22,-20,-348.22,-195.6,0,RIGHT
896,-347.42,-20,-347.42,-202.55,40,RIGHT
902,-347.42,-20,-347.42,-209.49,0,RIGHT
908,-347.02,-20,-347.02,-216.43,20,RIGHT
914,-347.02,-20,-347.02,-223.37,0,RIGHT
919,-345.82,-20,-345.82,-230.29,60,RIGHT
925,-345.82,-20,-345.82,-237.21,0,RIGHT
931,-345.02,-20,-345.02,-244.11,40,RIGHT
937,-345.02,-20,-345.02,-251.01,0,RIGHT
943,-343.82,-20,-343.82,-257.89,60,RIGHT
948,-343.82,-20,-343.82,-264.76,0,RIGHT
956,-341.82,-20,-341.82,-271.6,100,RIGHT
961,-341.82,-20,-341.82,-278.43,0,RIGHT
967,-340.22,-20,-340.22,-285.24,80,RIGHT
973,-340.22,-20,-340.22,-292.04,0,RIGHT
980,-338.62,-20,-338.62,-298.82,80,RIGHT
986,-338.62,-20,-338.62,-305.59,0,RIGHT
992,-335.82,-20,-335.82,-312.3,140,RIGHT
997,-335.82,-20,-335.82,-319.02,0,RIGHT
1003,-334.22,-20,-334.22,-325.71,80,RIGHT
1009,-334.22,-20,-334.22,-332.39,0,RIGHT
1015,-331.42,-20,-331.42,-339.02,140,RIGHT
1021,-331.42,-20,-331.42,-345.65,0,RIGHT
1028,-329.42,-20,-329.42,-352.24,100,RIGHT
1034,-329.42,-20,-329.42,-358.82,0,RIGHT
1039,-325.82,-20,-325.82,-365.34,180,RIGHT
1045,-325.82,-20,-325.82,-371.86,0,RIGHT
1051,-323.82,-20,-323.82,-378.33,100,RIGHT
1057,-323.82,-20,-323.82,-384.81,0,RIGHT
1064,-321.42,-20,-321.42,-391.24,120,RIGHT
1070,-319.42,-20,-319.42,-397.63,100,RIGHT
1075,-319.42,-20,-319.42,-404.02,0,RIGHT
1081,-316.62,-20,-316.62,-410.35,140,RIGHT
1087,-316.62,-20,-316.62,-416.68,0,RIGHT
1093,-313.02,-20,-313.02,-422.94,180,RIGHT
1100,-313.02,-20,-313.02,-429.2,0,RIGHT
1106,-310.22,-20,-310.22,-435.41,140,RIGHT
1112,-310.22,-20,-310.22,-441.61,0,RIGHT
1117,-306.22,-20,-306.22,-447.73,200,RIGHT
1123,-306.22,-20,-306.22,-453.86,0,RIGHT
1129,-303.82,-20,-303.82,-459.94,120,RIGHT
1135,-303.82,-20,-303.82,-466.01,0,RIGHT
1142,-300.22,-20,-300.22,-472.02,180,RIGHT
1148,-300.22,-20,-300.22,-478.02,0,RIGHT
1153,-297.82,-20,-297.82,-483.98,120,RIGHT
1159,-297.82,-20,-297.82,-489.93,0,RIGHT
1165,-295.42,-20,-295.42,-495.84,120,RIGHT
1171,-295.42,-20,-295.42,-501.75,0,RIGHT
1178,-291.82,-20,-291.82,-507.59,180,RIGHT
1184,-291.82,-20,-291.82,-513.42,0,RIGHT
1190,-289.42,-20,-289.42,-519.21,120,RIGHT
1195,-289.42,-20,-289.42,-525,0,RIGHT
1201,-287.02,-20,-287.02,-530.74,120,RIGHT
1207,-287.02,-20,-287.02,-536.48,0,RIGHT
1213,-283.42,-20,-283.42,-542.15,180,RIGHT
1219,-283.42,-20,-283.42,-547.82,0,RIGHT
1226,-281.02,-20,-281.02,-553.44,120,RIGHT
1233,-281.02,-20,-281.02,-559.06,0,RIGHT
1239,-278.62,-20,-278.62,-564.63,120,RIGHT
1245,-278.62,-20,-278.62,-570.2,0,RIGHT
1251,-274.62,-20,-274.62,-575.7,200,RIGHT
1257,-274.62,-20,-274.62,-581.19,0,RIGHT
1262,-272.22,-20,-272.22,-586.63,120,RIGHT
1267,-272.22,-20,-272.22,-592.08,0,RIGHT
1272,-270.22,-20,-270.22,-597.48,100,RIGHT
1278,-270.22,-20,-270.22,-602.89,0,RIGHT
1283,-267.82,-20,-267.82,-608.24,120,RIGHT
1288,-267.82,-20,-267.82,-613.6,0,RIGHT
1293,-265.42,-20,-265.42,-618.91,120,RIGHT
1298,-265.42,-20,-265.42,-624.22,0,RIGHT
1305,-262.62,-20,-262.62,-629.47,140,RIGHT
1309,-262.62,-20,-262.62,-634.72,0,RIGHT
1315,-259.02,-20,-259.02,-639.9,180,RIGHT
1320,-259.02,-20,-259.02,-645.08,0,RIGHT
1325,-256.62,-20,-256.62,-650.21,120,RIGHT
1330,-256.62,-20,-256.62,-655.35,0,RIGHT
1335,-254.22,-20,-254.22,-660.43,120,RIGHT
1340,-254.22,-20,-254.22,-665.52,0,RIGHT
1345,-251.82,-20,-251.82,-670.55,120,RIGHT
1349,-251.82,-20,-251.82,-675.59,0,RIGHT
1354,-249.42,-20,-249.42,-680.58,120,RIGHT
1359,-249.42,-20,-249.42,-685.57,0,RIGHT
1364,-247.02,-20,-247.02,-690.51,120,RIGHT
1370,-247.02,-20,-247.02,-695.45,0,RIGHT
1377,-243.02,-20,-243.02,-700.31,200,RIGHT
1382,-243.02,-20,-243.02,-705.17,0,RIGHT
1388,-240.62,-20,-240.62,-709.98,120,RIGHT
1393,-240.62,-20,-240.62,-714.79,0,RIGHT
1399,-237.82,-20,-237.82,-719.55,140,RIGHT
1404,-237.82,-20,-237.82,-724.31,0,RIGHT
1410,-235.42,-20,-235.42,-729.01,120,RIGHT
1415,-235.42,-20,-235.42,-733.72,0,RIGHT
1421,-233.42,-20,-233.42,-738.39,100,RIGHT
1427,-233.42,-20,-233.42,-743.06,0,RIGHT
1432,-229.82,-20,-229.82,-747.66,180,RIGHT
1438,-229.82,-20,-229.82,-752.25,0,RIGHT
1443,-227.42,-20,-227.42,-756.8,120,RIGHT
1452,-227.42,-20,-227.42,-761.35,0,RIGHT
1458,-223.82,-20,-223.82,-765.83,180,RIGHT
1463,-223.82,-20,-223.82,-770.3,0,RIGHT
1469,-221.42,-20,-221.42,-774.73,120,RIGHT
1475,-221.42,-20,-221.42,-779.16,0,RIGHT
1481,-219.02,-20,-219.02,-783.54,120,RIGHT
1487,-219.02,-20,-219.02,-787.92,0,RIGHT
1493,-215.42,-20,-215.42,-792.23,180,RIGHT
1499,-215.42,-20,-215.42,-796.54,0,RIGHT
1505,-212.62,-20,-212.62,-800.79,140,RIGHT
1510,-212.62,-20,-212.62,-805.04,0,RIGHT
1516,-210.22,-20,-210.22,-809.25,120,RIGHT
1524,-210.22,-20,-210.22,-813.45,0,RIGHT
1530,-206.62,-20,-206.62,-817.58,180,RIGHT
1537,-206.62,-20,-206.62,-821.72,0,RIGHT
1543,-203.02,-20,-203.02,-825.78,180,RIGHT
1549,-203.02,-20,-203.02,-829.84,0,RIGHT
1554,-201.02,-20,-201.02,-833.86,100,RIGHT
1560,-201.02,-20,-201.02,-837.88,0,RIGHT
1566,-198.62,-20,-198.62,-841.85,120,RIGHT
1574,-198.62,-20,-198.62,-845.82,0,RIGHT
1580,-195.02,-20,-195.02,-849.72,180,RIGHT
1586,-195.02,-20,-195.02,-853.62,0,RIGHT
1591,-192.62,-20,-192.62,-857.48,120,RIGHT
1599,-192.62,-20,-192.62,-861.33,0,RIGHT
1605,-189.02,-20,-189.02,-865.11,180,RIGHT
1610,-189.02,-20,-189.02,-868.89,0,RIGHT
1618,-186.62,-20,-186.62,-872.62,120,RIGHT
1624,-184.22,-20,-184.22,-876.31,120,RIGHT
1630,-184.22,-20,-184.22,-879.99,0,RIGHT
1636,-181.82,-20,-181.82,-883.63,120,RIGHT
1641,-181.82,-20,-181.82,-887.26,0,RIGHT
1647,-177.82,-20,-177.82,-890.82,200,RIGHT
1653,-177.82,-20,-177.82,-894.38,0,RIGHT
1659,-175.42,-20,-175.42,-897.89,120,RIGHT
1665,-175.42,-20,-175.42,-901.39,0,RIGHT
1672,-171.82,-20,-171.82,-904.83,180,RIGHT
1678,-171.82,-20,-171.82,-908.27,0,RIGHT
1684,-169.42,-20,-169.42,-911.66,120,RIGHT
1690,-169.42,-20,-169.42,-915.04,0,RIGHT
1696,-167.02,-20,-167.02,-918.38,120,RIGHT
1703,-167.02,-20,-167.02,-921.72,0,RIGHT
1709,-163.42,-20,-163.42,-924.99,180,RIGHT
1715,-163.42,-20,-163.42,-928.26,0,RIGHT
1721,-161.02,-20,-161.02,-931.48,120,RIGHT
1726,-161.02,-20,-161.02,-934.7,0,RIGHT
1732,-157.42,-20,-157.42,-937.85,180,RIGHT
1738,-157.42,-20,-157.42,-941,0,RIGHT
1744,-155.02,-20,-155.02,-944.1,120,RIGHT
1751,-155.02,-20,-155.02,-947.2,0,RIGHT
1757,-151.42,-20,-151.42,-950.23,180,RIGHT
1763,-151.42,-20,-151.42,-953.26,0,RIGHT
1769,-149.02,-20,-149.02,-956.24,120,RIGHT
1775,-149.02,-20,-149.02,-959.22,0,RIGHT
1781,-146.62,-20,-146.62,-962.15,120,RIGHT
1788,-146.62,-20,-146.62,-965.08,0,RIGHT
1794,-143.02,-20,-143.02,-967.94,180,RIGHT
1800,-143.02,-20,-143.02,-970.8,0,RIGHT
1806,-140.62,-20,-140.62,-973.62,120,RIGHT
1812,-140.62,-20,-140.62,-976.43,0,RIGHT
1817,-137.02,-20,-137.02,-979.17,180,RIGHT
1824,-137.02,-20,-137.02,-981.91,0,RIGHT
1829,-134.62,-20,-134.62,-984.6,120,RIGHT
1835,-134.62,-20,-134.62,-987.29,0,RIGHT
1840,-132.62,-20,-132.62,-989.95,100,RIGHT
1845,-132.62,-20,-132.62,-992.6,0,RIGHT
1851,-130.22,-20,-130.22,-995.2,120,RIGHT
1856,-130.22,-20,-130.22,-997.81,0,RIGHT
1861,-127.82,-20,-127.82,-1000.36,120,RIGHT
1866,-127.82,-20,-127.82,-1002.92,0,RIGHT
1872,-125.42,-20,-125.42,-1005.43,120,RIGHT
1877,-125.42,-20,-125.42,-1007.94,0,RIGHT
1882,-121.82,-20,-121.82,-1010.37,180,RIGHT
1889,-121.82,-20,-121.82,-1012.81,0,RIGHT
1894,-119.02,-20,-119.02,-1015.19,140,RIGHT
1900,-119.02,-20,-119.02,-1017.57,0,RIGHT
1905,-116.62,-20,-116.62,-1019.9,120,RIGHT
1911,-116.62,-20,-116.62,-1022.24,0,RIGHT
1916,-114.22,-20,-114.22,-1024.52,120,RIGHT
1922,-114.22,-20,-114.22,-1026.81,0,RIGHT
1928,-110.62,-20,-110.62,-1029.02,180,RIGHT
1935,-110.62,-20,-110.62,-1031.23,0,RIGHT
1941,-108.22,-20,-108.22,-1033.39,120,RIGHT
1946,-108.22,-20,-108.22,-1035.56,0,RIGHT
1951,-105.82,-20,-105.82,-1037.68,120,RIGHT
1958,-105.82,-20,-105.82,-1039.79,0,RIGHT
1963,-102.22,-20,-102.22,-1041.84,180,RIGHT
1968,-102.22,-20,-102.22,-1043.88,0,RIGHT
1974,-99.82,-20,-99.82,-1045.88,120,RIGHT
1979,-99.82,-20,-99.82,-1047.87,0,RIGHT
1984,-97.42,-20,-97.42,-1049.82,120,RIGHT
1990,-97.42,-20,-97.42,-1051.77,0,RIGHT
1995,-95.02,-20,-95.02,-1053.67,120,RIGHT
2000,-95.02,-20,-95.02,-1055.57,0,RIGHT
2006,-93.02,-20,-93.02,-1057.43,100,RIGHT
2012,-93.02,-20,-93.02,-1059.29,0,RIGHT
2018,-89.42,-20,-89.42,-1061.08,180,RIGHT
2025,-89.42,-20,-89.42,-1062.87,0,RIGHT
2030,-87.02,-20,-87.02,-1064.61,120,RIGHT
2036,-87.02,-20,-87.02,-1066.35,0,RIGHT
2041,-84.62,-20,-84.62,-1068.04,120,RIGHT
2047,-84.62,-20,-84.62,-1069.74,0,RIGHT
2053,-82.22,-20,-82.22,-1071.38,120,RIGHT
2058,-82.22,-20,-82.22,-1073.02,0,RIGHT
2064,-79.42,-20,-79.42,-1074.61,140,RIGHT
2069,-79.42,-20,-79.42,-1076.2,0,RIGHT
2075,-75.82,-20,-75.82,-1077.72,180,RIGHT
2080,-75.82,-20,-75.82,-1079.23,0,RIGHT
2086,-73.42,-20,-73.42,-1080.7,120,RIGHT
2091,-73.42,-20,-73.42,-1082.17,0,RIGHT
2100,-71.42,-20,-71.42,-1083.6,100,RIGHT
2106,-71.42,-20,-71.42,-1085.03,0,RIGHT
2112,-67.82,-20,-67.82,-1086.39,180,RIGHT
2118,-67.82,-20,-67.82,-1087.74,0,RIGHT
2123,-65.42,-20,-65.42,-1089.05,120,RIGHT
2129,-65.42,-20,-65.42,-1090.36,0,RIGHT
2135,-61.82,-20,-61.82,-1091.59,180,RIGHT
2141,-61.82,-20,-61.82,-1092.83,0,RIGHT
2147,-59.02,-20,-59.02,-1094.01,140,RIGHT
2153,-59.02,-20,-59.02,-1095.19,0,RIGHT
2159,-57.02,-20,-57.02,-1096.33,100,RIGHT
2165,-57.02,-20,-57.02,-1097.47,0,RIGHT
2172,-53.02,-20,-53.02,-1098.53,200,RIGHT
2178,-53.02,-20,-53.02,-1099.59,0,RIGHT
2185,-50.62,-20,-50.62,-1100.61,120,RIGHT
2191,-48.22,-20,-48.22,-1101.57,120,RIGHT
2197,-48.22,-20,-48.22,-1102.54,0,RIGHT
2203,-44.62,-20,-44.62,-1103.43,180,RIGHT
2208,-44.62,-20,-44.62,-1104.32,0,RIGHT
2214,-42.22,-20,-42.22,-1105.16,120,RIGHT
2220,-42.22,-20,-42.22,-1106.01,0,RIGHT
2226,-39.82,-20,-39.82,-1106.81,120,RIGHT
2232,-39.82,-20,-39.82,-1107.6,0,RIGHT
2238,-36.22,-20,-36.22,-1108.33,180,RIGHT
2244,-36.22,-20,-36.22,-1109.05,0,RIGHT
2251,-33.82,-20,-33.82,-1109.73,120,RIGHT
2257,-33.82,-20,-33.82,-1110.4,0,RIGHT
2263,-31.42,-20,-31.42,-1111.03,120,RIGHT
2270,-29.02,-20,-29.02,-1111.61,120,RIGHT
2276,-29.02,-20,-29.02,-1112.19,0,RIGHT
2282,-25.42,-20,-25.42,-1112.7,180,RIGHT
2290,-25.42,-20,-25.42,-1113.21,0,RIGHT
2295,-23.02,-20,-23.02,-1113.67,120,RIGHT
2301,-23.02,-20,-23.02,-1114.13,0,RIGHT
2307,-19.42,-19.42,-19.42,-1114.52,180,RIGHT
2313,-19.42,-19.42,-19.42,-1114.91,0,RIGHT
2319,-17.02,-17.02,-17.02,-1115.25,120,RIGHT
2326,-17.02,-17.02,-17.02,-1115.59,0,RIGHT
2332,-13.02,-13.02,-13.02,-1115.85,200,RIGHT
2338,-13.02,-13.02,-13.02,-1116.11,0,RIGHT
2344,-10.62,-10.62,-10.62,-1116.32,120,RIGHT
2350,-10.62,-10.62,-10.62,-1116.53,0,RIGHT
2355,-8.22,-8.22,-8.22,-1116.7,120,RIGHT
2361,-8.22,-8.22,-8.22,-1116.86,0,RIGHT
2367,-5.82,-5.82,-5.82,-1116.98,120,RIGHT
2373,-5.82,-5.82,-5.82,-1117.1,0,RIGHT
2379,-2.62,-2.62,-2.62,-1117.15,160,RIGHT
2385,-2.62,-2.62,-2.62,-1117.2,0,RIGHT
2391,-0.22,-0.22,-0.22,-1117.21,120,RIGHT
